Task_ID,Operator_ID,Machine_ID,Task_Type,Weather,Site_Terrain,Operator_Skill,Machine_Age,Estimated_Time,Actual_Time
T0366,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,70,93
T0367,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,65,79
T0368,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,40,51
T0369,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,50,65
T0370,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,60,80
T0371,OP07,M01,Excavation,Rainy,Flat,Intermediate,3.2,55,63
T0372,OP07,M01,Loading,Rainy,Muddy,Intermediate,3.2,35,48
T0373,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,90,123
T0374,OP08,M02,Loading,Rainy,Rocky,Beginner,5.5,35,59
T0375,OP08,M02,Hauling,Rainy,Muddy,Beginner,5.5,60,103
T0376,OP08,M02,Hauling,Rainy,Rocky,Beginner,5.5,45,77
T0377,OP08,M02,Loading,Rainy,Rocky,Beginner,5.5,40,64
T0378,OP08,M02,Loading,Rainy,Rocky,Beginner,5.5,30,52
T0379,OP09,M03,Excavation,Rainy,Sloped,Intermediate,8.1,75,94
T0380,OP09,M03,Trenching,Rainy,Sloped,Intermediate,8.1,50,67
T0381,OP09,M03,Excavation,Rainy,Muddy,Intermediate,8.1,50,73
T0382,OP09,M03,Loading,Rainy,Muddy,Intermediate,8.1,25,36
T0383,OP09,M03,Trenching,Rainy,Muddy,Intermediate,8.1,65,84
T0384,OP10,M04,Excavation,Rainy,Muddy,Expert,4.0,85,103
T0385,OP10,M04,Excavation,Rainy,Flat,Expert,4.0,75,86
T0386,OP10,M04,Excavation,Rainy,Muddy,Expert,4.0,90,121
T0387,OP10,M04,Excavation,Rainy,Rocky,Expert,4.0,70,80
T0388,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,40,66
T0389,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,40,63
T0390,OP11,M05,Hauling,Rainy,Sloped,Beginner,6.7,45,74
T0391,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,35,56
T0392,OP11,M05,Hauling,Rainy,Sloped,Beginner,6.7,40,65
T0393,OP11,M05,Hauling,Rainy,Sloped,Beginner,6.7,30,47
T0394,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,50,88
T0395,OP12,M06,Grading,Rainy,Rocky,Expert,2.4,55,64
T0396,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,65,88
T0397,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,65,84
T0398,OP12,M06,Grading,Rainy,Flat,Expert,2.4,65,68
T0399,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,55,72
T0400,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,50,54
T0401,OP01,M01,Excavation,Clear,Rocky,Beginner,3.2,55,70
T0402,OP01,M01,Trenching,Clear,Muddy,Beginner,3.2,45,58
T0403,OP02,M02,Hauling,Clear,Rocky,Intermediate,5.5,50,60
T0404,OP02,M02,Hauling,Clear,Muddy,Intermediate,5.5,50,63
T0405,OP02,M02,Hauling,Clear,Rocky,Intermediate,5.5,35,42
T0406,OP03,M03,Loading,Clear,Sloped,Intermediate,8.1,35,39
T0407,OP03,M03,Excavation,Clear,Flat,Intermediate,8.1,80,87
T0408,OP03,M03,Loading,Clear,Flat,Intermediate,8.1,25,28
T0409,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,85,101
T0410,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,50,53
T0411,OP03,M03,Loading,Clear,Flat,Intermediate,8.1,40,46
T0412,OP04,M04,Excavation,Clear,Rocky,Expert,4.0,45,48
T0413,OP04,M04,Excavation,Clear,Rocky,Expert,4.0,60,66
T0414,OP04,M04,Excavation,Clear,Sloped,Expert,4.0,60,63
T0415,OP04,M04,Grading,Clear,Rocky,Expert,4.0,60,63
T0416,OP04,M04,Grading,Clear,Flat,Expert,4.0,50,54
T0417,OP05,M05,Hauling,Clear,Flat,Expert,6.7,45,45
T0418,OP05,M05,Hauling,Clear,Flat,Expert,6.7,45,46
T0419,OP05,M05,Hauling,Clear,Muddy,Expert,6.7,30,37
T0420,OP05,M05,Hauling,Clear,Sloped,Expert,6.7,45,48
T0421,OP05,M05,Hauling,Clear,Flat,Expert,6.7,40,37
T0422,OP06,M06,Grading,Clear,Flat,Beginner,2.4,40,49
T0423,OP06,M06,Grading,Clear,Flat,Beginner,2.4,75,93
T0424,OP06,M06,Grading,Clear,Muddy,Beginner,2.4,65,83
T0425,OP06,M06,Grading,Clear,Flat,Beginner,2.4,40,42
T0426,OP06,M06,Grading,Clear,Flat,Beginner,2.4,55,66
T0427,OP07,M01,Excavation,Windy,Sloped,Intermediate,3.2,60,74
T0428,OP07,M01,Excavation,Windy,Muddy,Intermediate,3.2,50,62
T0429,OP07,M01,Trenching,Windy,Muddy,Intermediate,3.2,75,90
T0430,OP07,M01,Trenching,Windy,Flat,Intermediate,3.2,65,73
T0431,OP08,M02,Hauling,Windy,Sloped,Beginner,5.5,35,49
T0432,OP08,M02,Loading,Windy,Rocky,Beginner,5.5,45,54
T0433,OP08,M02,Hauling,Windy,Sloped,Beginner,5.5,45,59
T0434,OP08,M02,Hauling,Windy,Flat,Beginner,5.5,55,71
T0435,OP08,M02,Hauling,Windy,Muddy,Beginner,5.5,35,50
T0436,OP08,M02,Loading,Windy,Muddy,Beginner,5.5,50,69
T0437,OP09,M03,Trenching,Windy,Muddy,Intermediate,8.1,50,69
T0438,OP09,M03,Excavation,Windy,Flat,Intermediate,8.1,70,82
T0439,OP09,M03,Trenching,Windy,Sloped,Intermediate,8.1,45,56
T0440,OP09,M03,Trenching,Windy,Flat,Intermediate,8.1,75,87
T0441,OP09,M03,Excavation,Windy,Rocky,Intermediate,8.1,80,104
T0442,OP09,M03,Loading,Windy,Rocky,Intermediate,8.1,45,60
T0443,OP09,M03,Excavation,Windy,Rocky,Intermediate,8.1,70,87
T0444,OP10,M04,Grading,Windy,Muddy,Expert,4.0,55,65
T0445,OP10,M04,Excavation,Windy,Muddy,Expert,4.0,65,76
T0446,OP10,M04,Grading,Windy,Rocky,Expert,4.0,60,64
T0447,OP11,M05,Hauling,Windy,Flat,Beginner,6.7,55,76
T0448,OP11,M05,Hauling,Windy,Sloped,Beginner,6.7,45,57
T0449,OP11,M05,Hauling,Windy,Flat,Beginner,6.7,60,70
T0450,OP11,M05,Hauling,Windy,Sloped,Beginner,6.7,55,77
T0451,OP11,M05,Hauling,Windy,Flat,Beginner,6.7,60,75
T0452,OP12,M06,Grading,Windy,Flat,Expert,2.4,70,73
T0453,OP12,M06,Grading,Windy,Flat,Expert,2.4,50,50
T0454,OP12,M06,Grading,Windy,Muddy,Expert,2.4,55,66
T0455,OP12,M06,Grading,Windy,Rocky,Expert,2.4,60,63
T0456,OP01,M01,Loading,Rainy,Sloped,Beginner,3.2,40,65
T0457,OP01,M01,Excavation,Rainy,Sloped,Beginner,3.2,75,126
T0458,OP01,M01,Trenching,Rainy,Sloped,Beginner,3.2,65,104
T0459,OP01,M01,Loading,Rainy,Muddy,Beginner,3.2,50,85
T0460,OP02,M02,Hauling,Rainy,Muddy,Intermediate,5.5,40,52
T0461,OP02,M02,Loading,Rainy,Muddy,Intermediate,5.5,30,43
T0462,OP02,M02,Hauling,Rainy,Muddy,Intermediate,5.5,55,78
T0463,OP02,M02,Loading,Rainy,Flat,Intermediate,5.5,50,62
T0464,OP03,M03,Loading,Rainy,Rocky,Intermediate,8.1,25,33
T0465,OP03,M03,Loading,Rainy,Flat,Intermediate,8.1,30,39
T0466,OP03,M03,Loading,Rainy,Muddy,Intermediate,8.1,35,49
T0467,OP03,M03,Loading,Rainy,Muddy,Intermediate,8.1,45,61
T0468,OP03,M03,Trenching,Rainy,Muddy,Intermediate,8.1,65,93
T0469,OP03,M03,Excavation,Rainy,Muddy,Intermediate,8.1,85,120
T0470,OP04,M04,Excavation,Rainy,Muddy,Expert,4.0,50,65
T0471,OP04,M04,Grading,Rainy,Sloped,Expert,4.0,70,83
T0472,OP04,M04,Excavation,Rainy,Muddy,Expert,4.0,55,70
T0473,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,55,74
T0474,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,35,46
T0475,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,55,72
T0476,OP05,M05,Hauling,Rainy,Flat,Expert,6.7,40,46
T0477,OP06,M06,Grading,Rainy,Sloped,Beginner,2.4,65,109
T0478,OP06,M06,Grading,Rainy,Sloped,Beginner,2.4,60,96
T0479,OP06,M06,Grading,Rainy,Sloped,Beginner,2.4,50,85
T0480,OP06,M06,Grading,Rainy,Rocky,Beginner,2.4,65,108
T0481,OP06,M06,Grading,Rainy,Muddy,Beginner,2.4,40,67
T0482,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,65,87
T0483,OP07,M01,Loading,Rainy,Rocky,Intermediate,3.2,40,54
T0484,OP07,M01,Trenching,Rainy,Muddy,Intermediate,3.2,60,79
T0485,OP08,M02,Hauling,Rainy,Muddy,Beginner,5.5,40,65
T0486,OP08,M02,Hauling,Rainy,Rocky,Beginner,5.5,45,76
T0487,OP08,M02,Loading,Rainy,Flat,Beginner,5.5,30,49
T0488,OP08,M02,Loading,Rainy,Flat,Beginner,5.5,45,70
T0489,OP08,M02,Loading,Rainy,Muddy,Beginner,5.5,35,57
T0490,OP09,M03,Trenching,Rainy,Sloped,Intermediate,8.1,75,100
T0491,OP09,M03,Loading,Rainy,Flat,Intermediate,8.1,45,55
T0492,OP09,M03,Excavation,Rainy,Sloped,Intermediate,8.1,70,97
T0493,OP09,M03,Excavation,Rainy,Sloped,Intermediate,8.1,85,110
T0494,OP09,M03,Excavation,Rainy,Muddy,Intermediate,8.1,70,101
T0495,OP09,M03,Excavation,Rainy,Rocky,Intermediate,8.1,55,73
T0496,OP09,M03,Loading,Rainy,Muddy,Intermediate,8.1,40,55
T0497,OP10,M04,Grading,Rainy,Muddy,Expert,4.0,50,67
T0498,OP10,M04,Grading,Rainy,Flat,Expert,4.0,55,62
T0499,OP10,M04,Grading,Rainy,Muddy,Expert,4.0,60,79
T0500,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,40,66
T0501,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,40,66
T0502,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,55,96
T0503,OP12,M06,Grading,Rainy,Rocky,Expert,2.4,75,88
T0504,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,60,76
T0505,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,65,82
T0506,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,65,84
T0507,OP12,M06,Grading,Rainy,Rocky,Expert,2.4,70,83
T0508,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,50,63
T0509,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,75,99
T0510,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,65,72
T0511,OP01,M01,Loading,Clear,Flat,Beginner,3.2,45,51
T0512,OP01,M01,Loading,Clear,Muddy,Beginner,3.2,45,55
T0513,OP02,M02,Hauling,Clear,Flat,Intermediate,5.5,35,37
T0514,OP02,M02,Loading,Clear,Sloped,Intermediate,5.5,40,49
T0515,OP02,M02,Loading,Clear,Muddy,Intermediate,5.5,25,32
T0516,OP03,M03,Trenching,Clear,Rocky,Intermediate,8.1,50,63
T0517,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,75,90
T0518,OP03,M03,Excavation,Clear,Rocky,Intermediate,8.1,75,92
T0519,OP03,M03,Trenching,Clear,Rocky,Intermediate,8.1,70,83
T0520,OP03,M03,Loading,Clear,Rocky,Intermediate,8.1,40,51
T0521,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,65,76
T0522,OP03,M03,Excavation,Clear,Flat,Intermediate,8.1,80,94
T0523,OP04,M04,Grading,Clear,Flat,Expert,4.0,70,76
T0524,OP04,M04,Grading,Clear,Sloped,Expert,4.0,75,73
T0525,OP04,M04,Excavation,Clear,Sloped,Expert,4.0,90,100
T0526,OP04,M04,Grading,Clear,Rocky,Expert,4.0,55,62
T0527,OP04,M04,Grading,Clear,Muddy,Expert,4.0,75,90
T0528,OP04,M04,Grading,Clear,Rocky,Expert,4.0,75,85
T0529,OP05,M05,Hauling,Clear,Muddy,Expert,6.7,50,57
T0530,OP05,M05,Hauling,Clear,Sloped,Expert,6.7,50,55
T0531,OP05,M05,Hauling,Clear,Sloped,Expert,6.7,60,66
T0532,OP05,M05,Hauling,Clear,Flat,Expert,6.7,45,48
T0533,OP05,M05,Hauling,Clear,Rocky,Expert,6.7,40,43
T0534,OP06,M06,Grading,Clear,Muddy,Beginner,2.4,45,54
T0535,OP06,M06,Grading,Clear,Flat,Beginner,2.4,75,97
T0536,OP06,M06,Grading,Clear,Rocky,Beginner,2.4,45,53
T0537,OP06,M06,Grading,Clear,Flat,Beginner,2.4,70,82
T0538,OP06,M06,Grading,Clear,Sloped,Beginner,2.4,40,49
T0539,OP07,M01,Trenching,Cloudy,Flat,Intermediate,3.2,75,81
T0540,OP07,M01,Trenching,Cloudy,Sloped,Intermediate,3.2,80,91
T0541,OP07,M01,Trenching,Cloudy,Sloped,Intermediate,3.2,65,76
T0542,OP07,M01,Loading,Cloudy,Flat,Intermediate,3.2,35,40
T0543,OP07,M01,Loading,Cloudy,Muddy,Intermediate,3.2,30,38
T0544,OP07,M01,Trenching,Cloudy,Sloped,Intermediate,3.2,80,93
T0545,OP08,M02,Loading,Cloudy,Rocky,Beginner,5.5,45,60
T0546,OP08,M02,Loading,Cloudy,Rocky,Beginner,5.5,45,55
T0547,OP08,M02,Hauling,Cloudy,Muddy,Beginner,5.5,40,57
T0548,OP08,M02,Hauling,Cloudy,Sloped,Beginner,5.5,45,58
T0549,OP08,M02,Loading,Cloudy,Flat,Beginner,5.5,45,54
T0550,OP09,M03,Excavation,Cloudy,Flat,Intermediate,8.1,90,101
T0551,OP09,M03,Excavation,Cloudy,Rocky,Intermediate,8.1,55,67
T0552,OP09,M03,Excavation,Cloudy,Flat,Intermediate,8.1,65,73
T0553,OP09,M03,Loading,Cloudy,Sloped,Intermediate,8.1,25,29
T0554,OP09,M03,Trenching,Cloudy,Sloped,Intermediate,8.1,45,55
T0555,OP10,M04,Grading,Cloudy,Muddy,Expert,4.0,65,72
T0556,OP10,M04,Excavation,Cloudy,Flat,Expert,4.0,80,79
T0557,OP10,M04,Excavation,Cloudy,Rocky,Expert,4.0,70,68
T0558,OP10,M04,Grading,Cloudy,Flat,Expert,4.0,70,72
T0559,OP10,M04,Grading,Cloudy,Flat,Expert,4.0,55,60
T0560,OP10,M04,Excavation,Cloudy,Muddy,Expert,4.0,85,97
T0561,OP11,M05,Hauling,Cloudy,Rocky,Beginner,6.7,45,59
T0562,OP11,M05,Hauling,Cloudy,Flat,Beginner,6.7,45,56
T0563,OP11,M05,Hauling,Cloudy,Flat,Beginner,6.7,45,56
T0564,OP11,M05,Hauling,Cloudy,Sloped,Beginner,6.7,50,68
T0565,OP11,M05,Hauling,Cloudy,Sloped,Beginner,6.7,40,46
T0566,OP12,M06,Grading,Cloudy,Muddy,Expert,2.4,50,55
T0567,OP12,M06,Grading,Cloudy,Sloped,Expert,2.4,70,72
T0568,OP12,M06,Grading,Cloudy,Sloped,Expert,2.4,55,57
T0569,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,65,64
T0570,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,45,56
T0571,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,50,59
T0572,OP01,M01,Excavation,Clear,Flat,Beginner,3.2,85,101
T0573,OP01,M01,Loading,Clear,Flat,Beginner,3.2,40,47
T0574,OP02,M02,Loading,Clear,Rocky,Intermediate,5.5,25,29
T0575,OP02,M02,Hauling,Clear,Muddy,Intermediate,5.5,55,69
T0576,OP02,M02,Loading,Clear,Rocky,Intermediate,5.5,35,44
T0577,OP02,M02,Hauling,Clear,Sloped,Intermediate,5.5,40,46
T0578,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,60,67
T0579,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,60,70
T0580,OP03,M03,Trenching,Clear,Rocky,Intermediate,8.1,70,79
T0581,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,45,47
T0582,OP04,M04,Grading,Clear,Flat,Expert,4.0,45,47
T0583,OP04,M04,Excavation,Clear,Rocky,Expert,4.0,50,56
T0584,OP04,M04,Excavation,Clear,Flat,Expert,4.0,50,48
T0585,OP04,M04,Excavation,Clear,Sloped,Expert,4.0,70,74
T0586,OP05,M05,Hauling,Clear,Flat,Expert,6.7,45,49
T0587,OP05,M05,Hauling,Clear,Flat,Expert,6.7,55,54
T0588,OP05,M05,Hauling,Clear,Flat,Expert,6.7,65,69
T0589,OP05,M05,Hauling,Clear,Muddy,Expert,6.7,50,60
T0590,OP06,M06,Grading,Clear,Flat,Beginner,2.4,70,82
T0591,OP06,M06,Grading,Clear,Sloped,Beginner,2.4,55,73
T0592,OP06,M06,Grading,Clear,Flat,Beginner,2.4,60,68
T0593,OP06,M06,Grading,Clear,Flat,Beginner,2.4,45,54
T0594,OP06,M06,Grading,Clear,Flat,Beginner,2.4,50,64
T0595,OP07,M01,Trenching,Clear,Sloped,Intermediate,3.2,65,75
T0596,OP07,M01,Loading,Clear,Flat,Intermediate,3.2,40,42
T0597,OP07,M01,Trenching,Clear,Flat,Intermediate,3.2,55,62
T0598,OP07,M01,Loading,Clear,Flat,Intermediate,3.2,30,33
T0599,OP08,M02,Loading,Clear,Flat,Beginner,5.5,40,48
T0600,OP08,M02,Hauling,Clear,Sloped,Beginner,5.5,60,80
T0601,OP08,M02,Loading,Clear,Flat,Beginner,5.5,45,52
T0602,OP09,M03,Trenching,Clear,Rocky,Intermediate,8.1,75,91
T0603,OP09,M03,Loading,Clear,Rocky,Intermediate,8.1,35,41
T0604,OP09,M03,Excavation,Clear,Sloped,Intermediate,8.1,70,83
T0605,OP09,M03,Loading,Clear,Flat,Intermediate,8.1,30,34
T0606,OP10,M04,Excavation,Clear,Flat,Expert,4.0,55,59
T0607,OP10,M04,Grading,Clear,Muddy,Expert,4.0,50,57
T0608,OP10,M04,Excavation,Clear,Rocky,Expert,4.0,50,51
T0609,OP10,M04,Excavation,Clear,Flat,Expert,4.0,85,93
T0610,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,45,62
T0611,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,45,55
T0612,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,35,47
T0613,OP11,M05,Hauling,Clear,Muddy,Beginner,6.7,50,70
T0614,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,60,76
T0615,OP12,M06,Grading,Clear,Flat,Expert,2.4,55,52
T0616,OP12,M06,Grading,Clear,Sloped,Expert,2.4,45,51
T0617,OP12,M06,Grading,Clear,Rocky,Expert,2.4,70,72
T0618,OP12,M06,Grading,Clear,Sloped,Expert,2.4,45,48
T0619,OP01,M01,Loading,Cloudy,Flat,Beginner,3.2,30,35
T0620,OP01,M01,Trenching,Cloudy,Flat,Beginner,3.2,80,98
T0621,OP01,M01,Excavation,Cloudy,Flat,Beginner,3.2,55,67
T0622,OP01,M01,Trenching,Cloudy,Flat,Beginner,3.2,55,67
T0623,OP02,M02,Hauling,Cloudy,Flat,Intermediate,5.5,45,47
T0624,OP02,M02,Loading,Cloudy,Sloped,Intermediate,5.5,40,51
T0625,OP02,M02,Loading,Cloudy,Flat,Intermediate,5.5,45,50
T0626,OP02,M02,Hauling,Cloudy,Flat,Intermediate,5.5,50,55
T0627,OP02,M02,Loading,Cloudy,Flat,Intermediate,5.5,30,33
T0628,OP02,M02,Hauling,Cloudy,Sloped,Intermediate,5.5,50,60
T0629,OP03,M03,Loading,Cloudy,Rocky,Intermediate,8.1,50,67
T0630,OP03,M03,Loading,Cloudy,Muddy,Intermediate,8.1,25,31
T0631,OP03,M03,Loading,Cloudy,Sloped,Intermediate,8.1,25,31
T0632,OP04,M04,Grading,Cloudy,Muddy,Expert,4.0,70,80
T0633,OP04,M04,Grading,Cloudy,Flat,Expert,4.0,70,73
T0634,OP04,M04,Grading,Cloudy,Flat,Expert,4.0,50,48
T0635,OP05,M05,Hauling,Cloudy,Muddy,Expert,6.7,40,47
T0636,OP05,M05,Hauling,Cloudy,Sloped,Expert,6.7,60,57
T0637,OP05,M05,Hauling,Cloudy,Muddy,Expert,6.7,30,37
T0638,OP05,M05,Hauling,Cloudy,Sloped,Expert,6.7,30,32
T0639,OP05,M05,Hauling,Cloudy,Muddy,Expert,6.7,40,45
T0640,OP05,M05,Hauling,Cloudy,Sloped,Expert,6.7,55,61
T0641,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,40,48
T0642,OP06,M06,Grading,Cloudy,Sloped,Beginner,2.4,70,84
T0643,OP06,M06,Grading,Cloudy,Rocky,Beginner,2.4,45,55
T0644,OP06,M06,Grading,Cloudy,Rocky,Beginner,2.4,75,91
T0645,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,45,60
T0646,OP07,M01,Loading,Rainy,Muddy,Intermediate,3.2,25,31
T0647,OP07,M01,Trenching,Rainy,Rocky,Intermediate,3.2,65,84
T0648,OP07,M01,Loading,Rainy,Muddy,Intermediate,3.2,30,39
T0649,OP07,M01,Loading,Rainy,Sloped,Intermediate,3.2,30,38
T0650,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,60,79
T0651,OP08,M02,Loading,Rainy,Rocky,Beginner,5.5,40,68
T0652,OP08,M02,Hauling,Rainy,Sloped,Beginner,5.5,60,104
T0653,OP08,M02,Loading,Rainy,Muddy,Beginner,5.5,45,80
T0654,OP08,M02,Loading,Rainy,Flat,Beginner,5.5,40,61
T0655,OP08,M02,Loading,Rainy,Muddy,Beginner,5.5,30,53
T0656,OP08,M02,Hauling,Rainy,Muddy,Beginner,5.5,45,81
T0657,OP09,M03,Excavation,Rainy,Muddy,Intermediate,8.1,60,83
T0658,OP09,M03,Excavation,Rainy,Flat,Intermediate,8.1,70,86
T0659,OP09,M03,Loading,Rainy,Muddy,Intermediate,8.1,30,40
T0660,OP09,M03,Excavation,Rainy,Muddy,Intermediate,8.1,70,103
T0661,OP09,M03,Loading,Rainy,Flat,Intermediate,8.1,35,42
T0662,OP09,M03,Loading,Rainy,Muddy,Intermediate,8.1,45,57
T0663,OP09,M03,Trenching,Rainy,Sloped,Intermediate,8.1,75,99
T0664,OP10,M04,Excavation,Rainy,Muddy,Expert,4.0,70,89
T0665,OP10,M04,Excavation,Rainy,Rocky,Expert,4.0,85,97
T0666,OP10,M04,Excavation,Rainy,Rocky,Expert,4.0,55,68
T0667,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,45,77
T0668,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,55,91
T0669,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,40,61
T0670,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,50,82
T0671,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,35,57
T0672,OP12,M06,Grading,Rainy,Sloped,Expert,2.4,45,55
T0673,OP12,M06,Grading,Rainy,Rocky,Expert,2.4,50,58
T0674,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,65,83
T0675,OP12,M06,Grading,Rainy,Rocky,Expert,2.4,75,88
T0676,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,60,70
T0677,OP01,M01,Excavation,Windy,Rocky,Beginner,3.2,80,102
T0678,OP01,M01,Trenching,Windy,Sloped,Beginner,3.2,45,58
T0679,OP01,M01,Loading,Windy,Rocky,Beginner,3.2,30,39
T0680,OP02,M02,Hauling,Windy,Sloped,Intermediate,5.5,50,58
T0681,OP02,M02,Loading,Windy,Flat,Intermediate,5.5,40,49
T0682,OP02,M02,Loading,Windy,Flat,Intermediate,5.5,45,51
T0683,OP02,M02,Hauling,Windy,Flat,Intermediate,5.5,55,63
T0684,OP02,M02,Loading,Windy,Sloped,Intermediate,5.5,40,49
T0685,OP02,M02,Loading,Windy,Muddy,Intermediate,5.5,25,30
T0686,OP03,M03,Loading,Windy,Rocky,Intermediate,8.1,35,44
T0687,OP03,M03,Trenching,Windy,Sloped,Intermediate,8.1,75,87
T0688,OP03,M03,Excavation,Windy,Flat,Intermediate,8.1,75,87
T0689,OP03,M03,Trenching,Windy,Flat,Intermediate,8.1,55,67
T0690,OP04,M04,Grading,Windy,Rocky,Expert,4.0,70,81
T0691,OP04,M04,Excavation,Windy,Flat,Expert,4.0,70,79
T0692,OP04,M04,Excavation,Windy,Rocky,Expert,4.0,65,76
T0693,OP04,M04,Grading,Windy,Flat,Expert,4.0,40,40
T0694,OP04,M04,Excavation,Windy,Sloped,Expert,4.0,80,87
T0695,OP04,M04,Grading,Windy,Flat,Expert,4.0,60,61
T0696,OP05,M05,Hauling,Windy,Flat,Expert,6.7,45,50
T0697,OP05,M05,Hauling,Windy,Flat,Expert,6.7,60,65
T0698,OP05,M05,Hauling,Windy,Flat,Expert,6.7,60,66
T0699,OP05,M05,Hauling,Windy,Sloped,Expert,6.7,45,49
T0700,OP05,M05,Hauling,Windy,Rocky,Expert,6.7,65,75
T0701,OP06,M06,Grading,Windy,Flat,Beginner,2.4,45,57
T0702,OP06,M06,Grading,Windy,Sloped,Beginner,2.4,45,56
T0703,OP06,M06,Grading,Windy,Muddy,Beginner,2.4,65,84
T0704,OP06,M06,Grading,Windy,Flat,Beginner,2.4,60,76
T0705,OP07,M01,Excavation,Clear,Flat,Intermediate,3.2,50,57
T0706,OP07,M01,Loading,Clear,Flat,Intermediate,3.2,30,32
T0707,OP07,M01,Loading,Clear,Flat,Intermediate,3.2,30,33
T0708,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,60,75
T0709,OP08,M02,Loading,Clear,Rocky,Beginner,5.5,40,51
T0710,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,55,67
T0711,OP08,M02,Hauling,Clear,Rocky,Beginner,5.5,35,44
T0712,OP08,M02,Hauling,Clear,Rocky,Beginner,5.5,40,52
T0713,OP08,M02,Hauling,Clear,Muddy,Beginner,5.5,55,77
T0714,OP09,M03,Trenching,Clear,Rocky,Intermediate,8.1,65,75
T0715,OP09,M03,Loading,Clear,Sloped,Intermediate,8.1,45,57
T0716,OP09,M03,Trenching,Clear,Muddy,Intermediate,8.1,70,89
T0717,OP09,M03,Excavation,Clear,Rocky,Intermediate,8.1,60,72
T0718,OP10,M04,Excavation,Clear,Flat,Expert,4.0,65,68
T0719,OP10,M04,Grading,Clear,Flat,Expert,4.0,45,47
T0720,OP10,M04,Grading,Clear,Flat,Expert,4.0,70,68
T0721,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,60,75
T0722,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,45,64
T0723,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,35,45
T0724,OP12,M06,Grading,Clear,Flat,Expert,2.4,75,67
T0725,OP12,M06,Grading,Clear,Flat,Expert,2.4,60,53
T0726,OP12,M06,Grading,Clear,Sloped,Expert,2.4,75,80
T0727,OP12,M06,Grading,Clear,Flat,Expert,2.4,60,60
T0728,OP12,M06,Grading,Clear,Flat,Expert,2.4,45,41
T0729,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,60,68
T0730,OP01,M01,Trenching,Clear,Flat,Beginner,3.2,70,81
T0731,OP01,M01,Trenching,Clear,Rocky,Beginner,3.2,55,69
T0732,OP02,M02,Hauling,Clear,Muddy,Intermediate,5.5,30,38
